2016-09-01 03:05:23,98537.31
2016-09-01 03:10:05,98537.36
2016-09-01 03:15:18,98537.40
2016-09-01 03:20:05,98537.47
2016-09-01 03:25:07,98537.51
2016-09-01 03:30:20,98537.57
2016-09-01 03:35:05,98537.64
2016-09-01 03:40:14,98537.66
2016-09-01 03:45:04,98537.74
2016-09-01 03:50:04,98537.78
2016-09-01 03:55:16,98537.83
2016-09-01 04:00:31,98537.91
2016-09-01 04:05:05,98537.94
2016-09-01 04:10:11,98537.99
2016-09-01 04:15:27,98538.05
2016-09-01 04:20:05,98538.10
2016-09-01 04:25:14,98538.14
2016-09-01 04:30:05,98538.21
2016-09-01 04:35:06,98538.27
2016-09-01 04:40:18,98538.29
2016-09-01 04:45:33,98538.39
2016-09-01 04:50:05,98538.43
2016-09-01 04:55:21,98538.49
2016-09-01 05:00:07,98538.58
2016-09-01 05:05:14,98538.62
2016-09-01 05:10:04,98538.69
2016-09-01 05:15:05,98538.76
2016-09-01 05:20:16,98538.83
2016-09-01 05:25:06,98538.89
2016-09-01 05:30:10,98538.96
2016-09-01 05:35:26,98539.02
2016-09-01 05:40:05,98539.07
2016-09-01 05:45:12,98539.16
2016-09-01 05:50:28,98539.21
2016-09-01 05:55:06,98539.29
2016-09-01 06:00:08,98539.35
2016-09-01 06:05:23,98539.38
2016-09-01 06:10:06,98539.46
2016-09-01 06:15:10,98539.49
2016-09-01 06:20:26,98539.54
2016-09-01 06:25:05,98539.61
2016-09-01 06:30:15,98539.65
2016-09-01 06:35:30,98539.70
2016-09-01 06:40:06,98539.75
2016-09-01 06:45:17,98539.81
2016-09-01 06:50:05,98539.84
2016-09-01 06:55:11,98539.91
2016-09-01 07:00:27,98539.96
2016-09-01 07:05:04,98539.97
2016-09-01 07:10:13,98540.06
2016-09-01 07:15:05,98540.09
2016-09-01 07:20:07,98540.14
2016-09-01 07:25:22,98540.23
2016-09-01 07:30:05,98540.26
2016-09-01 07:35:09,98540.34
2016-09-01 07:40:25,98540.41
2016-09-01 07:45:08,98540.46
2016-09-01 07:50:05,98540.50
2016-09-01 07:55:20,98540.55
2016-09-01 08:00:07,98540.65
2016-09-01 08:05:07,98540.70
2016-09-01 08:10:23,98540.83
2016-09-01 08:15:06,98540.84
2016-09-01 08:20:12,98540.91
2016-09-01 08:25:27,98540.94
2016-09-01 08:30:05,98540.97
2016-09-01 08:35:14,98541.04
2016-09-01 08:40:07,98541.06
2016-09-01 08:45:08,98541.09
2016-09-01 08:50:23,98541.13
2016-09-01 08:55:06,98541.15
2016-09-01 09:00:10,98541.15
2016-09-01 09:05:05,98541.18
2016-09-01 09:10:06,98541.17
2016-09-01 09:15:19,98541.47
2016-09-01 09:20:08,98541.77
2016-09-01 09:25:06,98542.01
2016-09-01 09:30:21,98542.27
2016-09-01 09:35:07,98542.57
2016-09-01 09:40:06,98542.85
2016-09-01 09:45:17,98543.15
2016-09-01 09:50:08,98543.43
2016-09-01 09:55:05,98543.69
2016-09-01 10:00:19,98543.95
2016-09-01 10:05:09,98544.18
2016-09-01 10:10:08,98544.40
2016-09-01 10:15:24,98544.66
2016-09-01 10:20:05,98544.71
2016-09-01 10:25:10,98544.77
2016-09-01 10:30:04,98544.94
2016-09-01 10:35:05,98544.95
2016-09-01 10:40:20,98544.94
2016-09-01 10:45:08,98544.95
2016-09-01 10:50:07,98544.90
2016-09-01 10:55:08,98544.91
2016-09-01 11:00:06,98544.95
2016-09-01 11:05:16,98544.97
2016-09-01 11:10:05,98544.97
2016-09-01 11:15:06,98544.99
2016-09-01 11:20:18,98545.00
2016-09-01 11:25:15,98544.96
2016-09-01 11:30:06,98544.98
2016-09-01 11:35:14,98544.92
2016-09-01 11:40:05,98544.94
2016-09-01 11:45:05,98544.92
2016-09-01 11:50:16,98544.83
2016-09-01 11:55:06,98544.80
2016-09-01 12:00:05,98544.79
2016-09-01 12:05:21,98544.77
2016-09-01 12:10:06,98544.75
2016-09-01 12:15:07,98544.71
2016-09-01 12:20:09,98544.69
2016-09-01 12:25:07,98544.68
2016-09-01 12:30:16,98544.68
2016-09-01 12:35:04,98544.66
2016-09-01 12:40:06,98544.67
2016-09-01 12:45:05,98544.65
2016-09-01 12:50:08,98544.59
2016-09-01 12:55:13,98544.58
2016-09-01 13:00:11,98544.51
2016-09-01 13:05:05,98544.43
2016-09-01 13:10:15,98544.37
2016-09-01 13:15:12,98544.30
2016-09-01 13:20:06,98544.31
2016-09-01 13:25:10,98544.32
2016-09-01 13:30:08,98544.32
2016-09-01 13:35:08,98544.31
2016-09-01 13:40:12,98544.34
2016-09-01 13:45:04,98544.35
2016-09-01 13:50:05,98544.37
2016-09-01 13:55:17,98544.42
2016-09-01 14:00:15,98544.43
2016-09-01 14:05:05,98544.46
2016-09-01 14:10:06,98544.47
2016-09-01 14:15:06,98544.45
2016-09-01 14:20:13,98544.48
2016-09-01 14:25:28,98544.45
2016-09-01 14:30:04,98544.45
2016-09-01 14:35:15,98544.48
2016-09-01 14:40:05,98544.51
2016-09-01 14:45:09,98544.49
2016-09-01 14:50:25,98544.47
2016-09-01 14:55:06,98544.49
2016-09-01 15:00:11,98544.49
2016-09-01 15:05:27,98544.53
2016-09-01 15:10:05,98544.54
2016-09-01 15:15:07,98544.52
2016-09-01 15:20:22,98544.53
2016-09-01 15:25:05,98544.41
2016-09-01 15:30:09,98544.38
2016-09-01 15:35:09,98544.22
2016-09-01 15:40:06,98543.94
2016-09-01 15:45:14,98543.79
2016-09-01 15:50:12,98543.60
2016-09-01 15:55:05,98543.55
2016-09-01 16:00:17,98543.45
2016-09-01 16:05:04,98543.37
2016-09-01 16:10:10,98543.33
2016-09-01 16:15:08,98543.31
2016-09-01 16:20:06,98543.31
2016-09-01 16:25:12,98543.30
2016-09-01 16:30:08,98543.34
2016-09-01 16:35:06,98543.38
2016-09-01 16:40:21,98543.40
2016-09-01 16:45:11,98543.45
2016-09-01 16:50:08,98543.47
2016-09-01 16:55:05,98543.53
2016-09-01 17:00:07,98543.60
2016-09-01 17:05:05,98543.62
2016-09-01 17:10:19,98543.75
2016-09-01 17:15:06,98543.90
2016-09-01 17:20:06,98544.05
2016-09-01 17:25:05,98544.23
2016-09-01 17:30:05,98544.46
2016-09-01 17:35:11,98544.90
2016-09-01 17:40:09,98545.24
2016-09-01 17:45:04,98545.53
2016-09-01 17:50:13,98545.76
2016-09-01 17:55:07,98545.85
2016-09-01 18:00:07,98545.96
2016-09-01 18:05:05,98546.07
2016-09-01 18:10:05,98546.15
2016-09-01 18:15:09,98546.20
2016-09-01 18:20:05,98546.28
2016-09-01 18:25:05,98546.35
2016-09-01 18:30:18,98546.41
2016-09-01 18:35:07,98546.53
2016-09-01 18:40:05,98546.61
2016-09-01 18:45:20,98546.72
2016-09-01 18:50:06,98546.79
2016-09-01 18:55:07,98546.85
2016-09-01 19:00:16,98546.97
2016-09-01 19:05:07,98547.02
2016-09-01 19:10:05,98547.10
2016-09-01 19:15:18,98547.26
2016-09-01 19:20:08,98547.40
2016-09-01 19:25:07,98547.52
2016-09-01 19:30:23,98547.68
2016-09-01 19:35:04,98547.81
